Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Years_customer,Total_Expenses,Total_Acc_Cmp,Cluster
4,3,60631.0,1,1,88,565,6,65,0,6,19,5,9,2,8,7,48,10,661,1,3
2,3,28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,71,9,65,0,2
2,2,40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,46,11,13,0,1
3,3,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,51,11,1890,1,0
2,4,75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,47,11,2209,2,0
0,5,26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,47,10,18,0,2
2,5,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,58,10,692,2,3
2,4,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,38,11,165,0,2
2,3,26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,54,10,16,0,2
0,3,23559.0,1,0,87,25,5,19,7,0,23,3,3,0,3,7,50,10,79,0,2
3,5,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,60,10,318,0,1
2,2,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,36,9,778,0,0
2,3,29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,63,10,56,0,2
3,3,36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,53,10,151,1,1
2,4,50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,66,9,372,3,3
2,3,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,50,9,1366,1,0
2,5,54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,56,9,194,0,3
4,3,52247.25135379061,2,1,4,230,42,192,49,37,53,12,7,2,8,9,66,11,603,0,3
2,4,52247.25135379061,1,1,45,7,0,8,2,0,1,1,1,0,2,7,66,9,18,0,3
3,5,52247.25135379061,0,0,87,445,37,359,98,28,18,1,2,4,8,1,50,10,985,0,3
3,4,42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,51,9,32,0,1
4,3,23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,53,9,43,0,2
2,3,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,40,9,45,0,2
2,6,47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,63,11,606,1,1
2,2,51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,51,10,63,0,3
0,3,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,72,10,978,1,0
4,3,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,40,10,410,0,3
0,4,47823.0,0,1,0,53,1,5,2,1,10,2,2,0,3,8,63,10,72,0,1
4,4,34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,64,9,55,0,1
2,5,85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,44,10,1169,0,0
4,3,65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,78,10,1120,0,0
2,3,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,64,9,1097,1,0
1,5,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,44,10,29,0,2
2,3,49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,59,10,187,0,1
2,3,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,54,10,910,0,3
2,4,38557.0,1,0,17,76,3,31,4,4,27,2,3,1,3,7,45,11,145,0,1
3,3,89058.0,0,0,18,454,194,106,31,22,43,1,5,4,4,2,63,11,850,0,0
2,5,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,44,10,969,0,0
4,4,68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,32,11,1820,2,0
3,5,57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,60,9,608,1,3
2,4,86037.0,0,0,95,490,44,125,29,20,22,1,6,7,11,3,32,10,730,3,0
4,3,43974.0,1,0,19,378,0,101,0,0,72,5,6,4,6,7,43,11,551,0,1
2,4,50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,61,10,114,0,3
2,3,90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,53,9,1724,2,0
0,3,36550.0,1,0,74,47,90,94,123,103,120,5,9,1,5,9,45,10,577,0,1
0,5,30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,56,10,81,0,2
2,5,21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,54,10,33,0,2
3,5,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,70,10,660,0,3
3,4,32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,56,9,80,1,2
3,3,19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,38,10,30,0,2
2,2,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,47,10,43,0,2
2,4,101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,40,10,1135,4,0
0,5,71488.0,0,0,87,162,33,124,40,28,172,2,3,4,7,1,58,10,559,0,0
2,4,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,39,10,1923,1,0
3,3,54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,70,9,90,0,3
4,3,52247.25135379061,0,1,23,352,0,27,10,0,15,3,6,1,7,6,62,10,404,0,3
4,5,77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,67,9,661,0,0
2,3,62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,71,10,463,0,3
3,1,61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,65,10,632,0,3
2,3,73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,54,9,725,0,0
2,3,52247.25135379061,0,1,96,231,65,196,38,71,124,1,6,5,7,4,60,10,725,0,3
4,3,41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,59,10,279,0,1
4,5,62981.0,0,0,21,796,14,590,38,44,0,1,4,5,13,3,56,10,1482,1,3
1,2,9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,47,11,29,0,2
4,3,33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,64,10,106,0,1
4,1,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,50,9,49,2,1
4,2,36921.0,1,1,74,17,1,12,3,1,4,2,2,0,3,7,58,10,38,0,1
3,4,92859.0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,31,11,2077,0,0
3,5,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,47,10,1053,1,0
2,3,86111.0,0,0,73,399,28,756,36,40,126,1,5,7,10,2,61,10,1385,0,0
4,4,68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,49,10,871,0,0
2,5,41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,35,10,312,0,1
2,3,59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,47,11,877,0,3
2,3,23957.0,1,0,47,2,1,18,20,11,16,1,2,0,3,6,48,11,68,1,2
2,5,38547.0,1,0,49,6,1,10,0,1,4,1,1,0,2,8,42,10,22,0,1
0,3,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,50,11,211,0,1
3,3,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,57,9,127,0,1
3,3,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,70,9,459,0,3
2,3,65747.0,0,1,96,346,17,48,23,13,13,4,8,1,6,6,54,9,460,1,0
0,5,46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,51,11,429,0,1
2,1,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,35,9,89,0,1
4,5,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,71,11,1021,0,3
2,5,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,74,10,1381,3,0
2,4,49967.0,0,1,4,212,6,69,4,12,3,3,6,1,5,7,65,10,306,0,3
2,4,60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,45,10,18,0,3
2,5,55375.0,0,1,3,42,11,57,10,28,14,1,1,1,6,2,46,10,162,0,3
2,4,80317.0,0,0,64,536,11,387,149,91,57,1,3,4,10,1,68,10,1231,0,0
3,4,30523.0,2,1,0,5,0,3,0,0,5,1,1,0,2,7,65,10,13,0,2
4,3,70356.0,0,0,20,1349,16,249,43,16,33,2,10,6,9,6,78,11,1706,0,0
2,3,23228.0,1,0,91,53,3,49,7,4,5,4,3,0,4,8,39,9,121,0,2
4,2,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,48,10,1293,0,0
4,3,157243.0,0,1,98,20,2,1582,1,2,1,15,0,22,0,0,50,9,1608,0,0
2,5,43482.0,2,1,83,18,1,32,6,3,28,3,2,0,4,6,57,10,88,0,1
2,2,62551.0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,70,10,421,1,3
2,2,52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,64,10,259,1,3
2,4,66951.0,0,0,46,277,162,305,173,76,124,1,3,4,7,1,35,10,1117,0,0
2,5,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,66,9,89,0,2
2,5,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,58,9,36,0,1
2,3,28718.0,1,0,78,12,4,6,11,8,16,2,2,0,3,8,41,10,57,0,2
2,3,50447.0,2,0,4,85,7,24,2,3,27,1,3,1,3,6,53,9,148,0,3
4,5,53537.0,1,1,17,81,0,6,0,0,6,2,2,1,3,5,64,9,93,0,3
2,4,52074.0,0,1,77,59,0,12,0,0,48,1,2,2,2,4,56,9,119,1,3
4,3,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,48,11,1835,0,0
4,3,83837.0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,75,11,1318,3,0
4,3,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,53,9,45,0,1
2,5,38285.0,2,1,96,2,0,5,2,0,1,1,0,0,3,2,64,9,10,0,1
0,3,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,72,10,978,1,0
4,3,51650.0,0,1,81,152,3,22,2,5,7,1,4,1,4,5,47,9,191,0,3
0,3,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,35,9,57,0,2
3,3,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,77,10,1033,0,0
3,3,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,39,9,66,0,2
1,3,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,62,9,43,0,2
2,3,25271.0,1,0,45,10,1,18,10,4,7,1,1,1,2,9,40,11,50,0,2
4,4,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,53,9,39,0,2
2,3,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,57,10,608,0,3
2,3,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,47,10,1581,0,0
4,3,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,59,10,68,0,1
1,5,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,45,11,80,1,2
4,5,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,34,10,1282,0,0
2,3,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,35,10,91,0,1
2,3,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,50,10,315,0,3
2,3,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,46,10,31,0,2
3,3,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,43,9,834,0,0
2,3,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,69,10,1600,1,0
2,3,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,69,10,1270,0,0
4,4,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,50,9,263,2,1
2,2,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,71,9,535,1,0
2,4,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,55,10,1295,0,0
2,2,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,45,10,1150,0,3
4,5,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,46,11,1240,4,0
4,4,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,58,10,38,0,1
3,4,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,39,11,35,2,2
2,5,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,35,10,53,1,2
3,2,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,60,10,293,0,1
2,3,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,57,9,65,0,1
2,2,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,69,11,1804,2,0
2,5,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,67,10,241,0,1
2,5,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,69,9,1101,0,0
4,3,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,55,11,264,0,1
3,5,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,49,10,541,0,1
2,3,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,38,10,1198,0,0
2,3,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,46,9,482,0,1
0,4,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,45,9,17,0,3
3,3,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,75,10,1615,2,0
3,6,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,69,10,285,0,1
2,5,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,43,11,1135,0,0
0,5,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,35,9,114,0,1
2,3,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,54,10,1047,0,0
4,5,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,53,9,714,0,0
4,3,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,43,10,185,0,2
2,2,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,61,11,1245,0,3
2,5,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,45,10,189,0,1
2,5,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,47,11,576,0,3
2,2,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,71,11,1103,0,3
4,3,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,51,11,1753,0,0
4,5,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,37,9,17,0,1
2,4,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,57,10,433,1,1
0,2,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,61,10,1588,1,0
2,5,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,52,10,22,0,1
2,4,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,72,9,19,0,2
4,3,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,58,10,1117,0,3
0,3,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,48,10,69,0,2
3,5,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,41,10,23,0,2
4,4,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,65,10,605,0,0
2,4,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,50,10,57,0,2
2,6,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,55,10,2088,1,0
2,5,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,65,11,1009,0,0
2,4,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,52,10,26,0,2
2,3,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,33,10,1627,2,0
2,3,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,65,11,1102,0,3
4,3,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,59,9,17,0,2
2,3,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,51,10,1690,4,0
2,3,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,70,10,1390,0,0
4,3,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,35,11,2126,0,0
3,5,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,54,11,1531,0,0
3,4,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,48,10,64,0,2
2,4,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,38,10,26,0,2
2,2,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,49,10,1112,5,0
0,5,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,65,11,210,0,2
2,5,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,56,11,1148,0,0
4,4,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,49,11,33,0,2
4,5,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,62,11,1101,1,3
2,4,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,59,11,322,0,1
2,4,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,59,10,44,0,2
4,4,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,66,10,17,0,1
2,2,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,44,11,31,2,2
4,2,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,55,10,845,0,0
3,3,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,53,9,275,0,1
4,3,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,45,11,25,0,1
3,5,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,71,10,275,1,1
3,3,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,57,10,90,0,1
2,3,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,60,9,1495,1,0
4,3,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,53,11,184,2,1
2,3,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,53,10,981,0,0
2,5,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,53,10,67,0,2
2,4,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,70,11,1635,1,0
3,4,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,40,9,60,0,2
4,5,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,48,9,231,0,3
2,3,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,63,9,48,0,2
2,2,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,60,10,99,0,1
4,5,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,60,10,770,0,0
2,4,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,67,10,957,1,3
3,5,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,42,9,818,0,0
4,4,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,37,10,925,2,0
3,2,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,55,10,908,0,3
1,3,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,42,10,102,0,2
2,5,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,47,11,576,0,3
2,5,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,77,11,317,0,1
4,5,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,49,9,461,0,0
3,3,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,48,9,37,0,1
2,3,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,49,10,70,0,2
2,5,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,71,10,930,0,0
3,5,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,67,10,859,0,3
2,6,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,57,9,1478,0,0
3,2,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,74,10,390,0,1
