Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Years_customer,Total_Expenses,Total_Acc_Cmp,Cluster
2.0,3.0,17323.0,0.0,0.0,38.0,3.0,14.0,17.0,6.0,1.0,5.0,1.0,1.0,0.0,3.0,8.0,36.0,11.0,46.0,0.0,2
4.0,4.0,82800.0,0.0,0.0,23.0,1006.0,22.0,115.0,59.0,68.0,45.0,1.0,7.0,6.0,12.0,3.0,77.0,11.0,1315.0,3.0,3
2.0,3.0,41850.0,1.0,1.0,51.0,53.0,5.0,19.0,2.0,13.0,4.0,3.0,3.0,0.0,3.0,8.0,43.0,11.0,96.0,0.0,2
2.0,5.0,37760.0,0.0,0.0,20.0,84.0,5.0,38.0,150.0,12.0,28.0,2.0,4.0,1.0,6.0,7.0,77.0,11.0,317.0,0.0,1
3.0,3.0,76995.0,0.0,1.0,91.0,1012.0,80.0,498.0,0.0,16.0,176.0,2.0,11.0,4.0,9.0,5.0,74.0,10.0,1782.0,1.0,0
0.0,4.0,33812.0,1.0,0.0,86.0,4.0,17.0,19.0,30.0,24.0,39.0,2.0,2.0,1.0,3.0,6.0,38.0,11.0,133.0,0.0,2
2.0,3.0,37040.0,0.0,0.0,41.0,86.0,2.0,73.0,69.0,38.0,48.0,1.0,4.0,2.0,5.0,8.0,41.0,11.0,316.0,0.0,2
2.0,3.0,2447.0,1.0,0.0,42.0,1.0,1.0,1725.0,1.0,1.0,1.0,15.0,0.0,28.0,0.0,1.0,44.0,10.0,1730.0,0.0,3
4.0,3.0,58607.0,0.0,1.0,63.0,867.0,0.0,86.0,0.0,0.0,19.0,3.0,2.0,3.0,9.0,8.0,74.0,11.0,972.0,1.0,0
4.0,3.0,65324.0,0.0,1.0,0.0,384.0,0.0,102.0,21.0,32.0,5.0,3.0,6.0,2.0,9.0,4.0,69.0,9.0,544.0,0.0,0
2.0,5.0,40689.0,0.0,1.0,69.0,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,1.0,5.0,8.0,72.0,10.0,444.0,0.0,0
2.0,4.0,18589.0,0.0,0.0,89.0,6.0,4.0,25.0,15.0,12.0,13.0,2.0,2.0,1.0,3.0,7.0,54.0,10.0,75.0,0.0,2
2.0,3.0,53359.0,1.0,1.0,4.0,173.0,4.0,30.0,3.0,6.0,41.0,4.0,5.0,1.0,4.0,7.0,47.0,10.0,257.0,0.0,1
2.0,4.0,52247.25135379061,1.0,0.0,19.0,5.0,1.0,3.0,3.0,263.0,362.0,0.0,27.0,0.0,0.0,1.0,37.0,10.0,637.0,0.0,0
2.0,3.0,38360.0,1.0,0.0,26.0,36.0,2.0,42.0,20.0,21.0,10.0,2.0,2.0,1.0,4.0,3.0,34.0,10.0,131.0,0.0,2
4.0,3.0,84618.0,0.0,0.0,96.0,684.0,100.0,801.0,21.0,66.0,0.0,1.0,6.0,9.0,10.0,2.0,58.0,10.0,1672.0,1.0,3
3.0,2.0,10979.0,0.0,0.0,34.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,34.0,9.0,30.0,0.0,2
3.0,5.0,38620.0,0.0,0.0,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,60.0,10.0,318.0,0.0,1
2.0,5.0,40548.0,0.0,1.0,31.0,110.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,53.0,11.0,120.0,1.0,1
4.0,2.0,46610.0,0.0,2.0,8.0,96.0,12.0,96.0,33.0,22.0,43.0,6.0,4.0,1.0,6.0,6.0,71.0,11.0,302.0,1.0,0
3.0,3.0,68657.0,0.0,0.0,4.0,482.0,34.0,471.0,119.0,68.0,22.0,1.0,3.0,5.0,9.0,7.0,77.0,10.0,1196.0,0.0,3
3.0,4.0,49389.0,1.0,1.0,55.0,40.0,0.0,19.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,7.0,72.0,10.0,65.0,0.0,1
4.0,3.0,67353.0,0.0,1.0,37.0,702.0,17.0,151.0,0.0,8.0,35.0,5.0,5.0,6.0,12.0,2.0,53.0,10.0,913.0,0.0,0
0.0,3.0,23718.0,1.0,0.0,76.0,6.0,3.0,14.0,15.0,7.0,36.0,3.0,3.0,1.0,2.0,7.0,47.0,10.0,81.0,0.0,2
2.0,6.0,42429.0,0.0,1.0,99.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,50.0,9.0,67.0,0.0,1
4.0,2.0,48948.0,0.0,0.0,53.0,437.0,8.0,206.0,160.0,49.0,42.0,2.0,7.0,10.0,5.0,6.0,80.0,10.0,902.0,2.0,3
2.0,3.0,80011.0,0.0,1.0,3.0,421.0,76.0,536.0,82.0,178.0,102.0,2.0,8.0,6.0,5.0,4.0,43.0,10.0,1395.0,0.0,3
3.0,3.0,20559.0,1.0,0.0,88.0,13.0,1.0,29.0,3.0,0.0,7.0,2.0,2.0,0.0,3.0,8.0,38.0,10.0,53.0,0.0,2
2.0,5.0,21994.0,0.0,1.0,4.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,66.0,11.0,22.0,0.0,1
4.0,4.0,52247.25135379061,0.0,0.0,80.0,81.0,11.0,50.0,3.0,2.0,39.0,1.0,1.0,3.0,4.0,2.0,64.0,10.0,186.0,0.0,1
3.0,3.0,7500.0,1.0,0.0,19.0,3.0,1.0,10.0,3.0,2.0,12.0,3.0,2.0,0.0,3.0,5.0,48.0,10.0,31.0,0.0,2
2.0,4.0,79941.0,0.0,0.0,72.0,123.0,164.0,266.0,227.0,30.0,174.0,1.0,2.0,4.0,9.0,1.0,47.0,9.0,984.0,0.0,3
0.0,3.0,7500.0,0.0,0.0,24.0,3.0,18.0,14.0,15.0,22.0,50.0,3.0,3.0,1.0,3.0,9.0,27.0,11.0,122.0,1.0,2
2.0,5.0,41728.0,1.0,0.0,92.0,13.0,6.0,15.0,3.0,5.0,13.0,1.0,2.0,0.0,2.0,10.0,55.0,10.0,55.0,0.0,2
2.0,4.0,52247.25135379061,2.0,1.0,96.0,48.0,5.0,48.0,6.0,10.0,7.0,3.0,2.0,1.0,4.0,6.0,72.0,9.0,124.0,0.0,1
4.0,3.0,72550.0,1.0,1.0,39.0,826.0,50.0,317.0,50.0,38.0,38.0,9.0,5.0,2.0,12.0,8.0,69.0,11.0,1319.0,0.0,0
2.0,6.0,65486.0,0.0,1.0,29.0,245.0,19.0,125.0,37.0,67.0,14.0,1.0,4.0,2.0,10.0,2.0,66.0,9.0,507.0,0.0,0
3.0,3.0,79143.0,0.0,0.0,2.0,650.0,37.0,780.0,27.0,167.0,32.0,1.0,6.0,9.0,13.0,3.0,59.0,11.0,1693.0,0.0,3
2.0,4.0,35790.0,1.0,0.0,54.0,12.0,6.0,20.0,30.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,46.0,10.0,72.0,0.0,2
2.0,2.0,82582.0,0.0,0.0,54.0,510.0,120.0,550.0,156.0,40.0,241.0,1.0,4.0,9.0,7.0,1.0,46.0,9.0,1617.0,3.0,3
2.0,3.0,66373.0,1.0,1.0,57.0,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,3.0,45.0,10.0,606.0,0.0,0
3.0,5.0,82384.0,0.0,0.0,55.0,984.0,51.0,432.0,180.0,120.0,190.0,1.0,3.0,10.0,13.0,1.0,68.0,11.0,1957.0,2.0,3
2.0,2.0,70287.0,0.0,0.0,30.0,295.0,35.0,482.0,121.0,120.0,40.0,1.0,5.0,5.0,10.0,3.0,57.0,10.0,1093.0,1.0,3
2.0,4.0,27938.0,1.0,0.0,31.0,13.0,0.0,8.0,2.0,1.0,5.0,1.0,1.0,0.0,4.0,3.0,35.0,9.0,29.0,0.0,2
2.0,4.0,52247.25135379061,1.0,0.0,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,41.0,10.0,46.0,0.0,2
4.0,3.0,55954.0,0.0,1.0,63.0,447.0,0.0,28.0,0.0,0.0,43.0,3.0,8.0,2.0,6.0,7.0,55.0,9.0,518.0,0.0,0
3.0,4.0,75777.0,0.0,0.0,12.0,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11.0,1.0,41.0,10.0,1438.0,3.0,3
2.0,5.0,66653.0,1.0,1.0,18.0,452.0,18.0,102.0,16.0,18.0,6.0,4.0,4.0,2.0,12.0,3.0,48.0,11.0,612.0,0.0,0
2.0,4.0,61823.0,0.0,1.0,26.0,523.0,7.0,134.0,37.0,14.0,169.0,4.0,8.0,2.0,10.0,7.0,71.0,10.0,884.0,0.0,0
4.0,6.0,67680.0,0.0,1.0,8.0,546.0,0.0,48.0,0.0,6.0,6.0,1.0,7.0,3.0,8.0,5.0,72.0,10.0,606.0,0.0,0
2.0,5.0,70666.0,0.0,0.0,29.0,398.0,40.0,367.0,119.0,122.0,30.0,1.0,7.0,4.0,4.0,4.0,75.0,10.0,1076.0,0.0,3
2.0,3.0,25721.0,1.0,0.0,75.0,1.0,3.0,6.0,3.0,6.0,15.0,1.0,1.0,1.0,2.0,7.0,52.0,10.0,34.0,1.0,2
2.0,5.0,32474.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,56.0,9.0,11.0,0.0,1
0.0,4.0,88194.0,0.0,1.0,19.0,688.0,14.0,309.0,201.0,24.0,38.0,1.0,11.0,10.0,10.0,5.0,44.0,9.0,1274.0,3.0,3
2.0,5.0,69096.0,0.0,1.0,4.0,247.0,49.0,159.0,7.0,82.0,109.0,1.0,5.0,2.0,10.0,4.0,65.0,10.0,653.0,0.0,0
2.0,5.0,74854.0,1.0,2.0,90.0,856.0,59.0,487.0,58.0,29.0,73.0,7.0,2.0,5.0,5.0,5.0,53.0,10.0,1562.0,0.0,0
3.0,3.0,66991.0,0.0,0.0,1.0,496.0,36.0,460.0,189.0,60.0,12.0,3.0,4.0,8.0,6.0,3.0,69.0,11.0,1253.0,0.0,3
0.0,3.0,52247.25135379061,1.0,0.0,25.0,25.0,3.0,43.0,17.0,4.0,17.0,3.0,3.0,0.0,3.0,8.0,50.0,11.0,109.0,0.0,2
2.0,3.0,65031.0,0.0,1.0,29.0,258.0,107.0,291.0,84.0,37.0,86.0,4.0,10.0,3.0,13.0,7.0,64.0,10.0,863.0,0.0,0
4.0,3.0,60631.0,1.0,1.0,88.0,565.0,6.0,65.0,0.0,6.0,19.0,5.0,9.0,2.0,8.0,7.0,48.0,10.0,661.0,1.0,0
2.0,3.0,28332.0,0.0,0.0,58.0,14.0,10.0,13.0,4.0,15.0,9.0,1.0,2.0,1.0,4.0,2.0,71.0,9.0,65.0,0.0,1
2.0,2.0,40246.0,1.0,0.0,68.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,46.0,11.0,13.0,0.0,2
3.0,3.0,75251.0,0.0,0.0,34.0,721.0,111.0,925.0,97.0,18.0,18.0,1.0,7.0,6.0,5.0,5.0,51.0,11.0,1890.0,1.0,3
2.0,4.0,75825.0,0.0,0.0,40.0,1032.0,105.0,779.0,137.0,105.0,51.0,0.0,5.0,8.0,9.0,4.0,47.0,11.0,2209.0,2.0,3
0.0,5.0,26326.0,0.0,0.0,12.0,1.0,0.0,5.0,0.0,3.0,9.0,1.0,0.0,0.0,3.0,3.0,47.0,10.0,18.0,0.0,2
2.0,5.0,56046.0,0.0,0.0,9.0,577.0,0.0,64.0,0.0,0.0,51.0,2.0,10.0,1.0,8.0,8.0,58.0,10.0,692.0,2.0,0
2.0,4.0,29760.0,1.0,0.0,87.0,64.0,4.0,68.0,7.0,5.0,17.0,4.0,3.0,1.0,4.0,8.0,38.0,11.0,165.0,0.0,2
2.0,3.0,26304.0,1.0,0.0,5.0,4.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,7.0,54.0,10.0,16.0,0.0,2
0.0,3.0,23559.0,1.0,0.0,87.0,25.0,5.0,19.0,7.0,0.0,23.0,3.0,3.0,0.0,3.0,7.0,50.0,10.0,79.0,0.0,2
3.0,5.0,38620.0,0.0,0.0,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,60.0,10.0,318.0,0.0,1
2.0,2.0,81361.0,0.0,0.0,18.0,163.0,23.0,424.0,27.0,65.0,76.0,1.0,3.0,10.0,13.0,1.0,36.0,9.0,778.0,0.0,3
2.0,3.0,29440.0,1.0,1.0,95.0,17.0,8.0,14.0,10.0,4.0,3.0,2.0,1.0,0.0,4.0,7.0,63.0,10.0,56.0,0.0,1
3.0,3.0,36138.0,1.0,1.0,48.0,130.0,0.0,16.0,0.0,0.0,5.0,5.0,3.0,1.0,4.0,7.0,53.0,10.0,151.0,1.0,1
2.0,4.0,50388.0,0.0,1.0,3.0,292.0,6.0,37.0,0.0,3.0,34.0,4.0,6.0,1.0,6.0,7.0,66.0,9.0,372.0,3.0,0
2.0,3.0,79593.0,0.0,0.0,70.0,350.0,60.0,568.0,110.0,133.0,145.0,1.0,5.0,6.0,7.0,2.0,50.0,9.0,1366.0,1.0,3
2.0,5.0,54178.0,0.0,1.0,79.0,135.0,9.0,39.0,4.0,0.0,7.0,1.0,2.0,2.0,5.0,2.0,56.0,9.0,194.0,0.0,1
4.0,3.0,52247.25135379061,2.0,1.0,4.0,230.0,42.0,192.0,49.0,37.0,53.0,12.0,7.0,2.0,8.0,9.0,66.0,11.0,603.0,0.0,0
2.0,4.0,52247.25135379061,1.0,1.0,45.0,7.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,66.0,9.0,18.0,0.0,1
3.0,5.0,52247.25135379061,0.0,0.0,87.0,445.0,37.0,359.0,98.0,28.0,18.0,1.0,2.0,4.0,8.0,1.0,50.0,10.0,985.0,0.0,3
3.0,4.0,42394.0,1.0,0.0,69.0,15.0,2.0,10.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,7.0,51.0,9.0,32.0,0.0,2
4.0,3.0,23626.0,1.0,0.0,84.0,27.0,2.0,14.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,5.0,53.0,9.0,43.0,0.0,2
2.0,3.0,30096.0,1.0,0.0,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,40.0,9.0,45.0,0.0,2
2.0,6.0,47916.0,0.0,1.0,72.0,505.0,0.0,26.0,0.0,0.0,75.0,5.0,7.0,4.0,6.0,6.0,63.0,11.0,606.0,1.0,0
2.0,2.0,51813.0,1.0,1.0,37.0,51.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,7.0,51.0,10.0,63.0,0.0,1
0.0,3.0,78497.0,0.0,0.0,44.0,207.0,26.0,447.0,75.0,0.0,223.0,1.0,5.0,7.0,12.0,2.0,72.0,10.0,978.0,1.0,3
4.0,3.0,50150.0,0.0,0.0,32.0,135.0,46.0,92.0,65.0,61.0,11.0,2.0,5.0,2.0,7.0,5.0,40.0,10.0,410.0,0.0,0
0.0,4.0,47823.0,0.0,1.0,0.0,53.0,1.0,5.0,2.0,1.0,10.0,2.0,2.0,0.0,3.0,8.0,63.0,10.0,72.0,0.0,1
4.0,4.0,34554.0,0.0,1.0,43.0,41.0,1.0,6.0,2.0,0.0,5.0,2.0,2.0,0.0,3.0,6.0,64.0,9.0,55.0,0.0,1
2.0,5.0,85693.0,0.0,1.0,59.0,386.0,172.0,183.0,185.0,132.0,111.0,2.0,9.0,5.0,11.0,5.0,44.0,10.0,1169.0,0.0,3
4.0,3.0,65846.0,0.0,0.0,68.0,562.0,81.0,276.0,80.0,40.0,81.0,1.0,6.0,3.0,6.0,4.0,78.0,10.0,1120.0,0.0,3
2.0,3.0,87195.0,0.0,0.0,35.0,217.0,76.0,690.0,50.0,26.0,38.0,1.0,3.0,11.0,5.0,1.0,64.0,9.0,1097.0,1.0,3
1.0,5.0,24594.0,1.0,0.0,94.0,1.0,3.0,6.0,10.0,0.0,9.0,1.0,1.0,0.0,3.0,5.0,44.0,10.0,29.0,0.0,2
2.0,3.0,49096.0,1.0,1.0,15.0,144.0,1.0,32.0,2.0,1.0,7.0,4.0,4.0,1.0,4.0,7.0,59.0,10.0,187.0,0.0,1
2.0,3.0,52413.0,0.0,2.0,56.0,295.0,106.0,271.0,75.0,98.0,65.0,4.0,6.0,4.0,12.0,6.0,54.0,10.0,910.0,0.0,0
2.0,4.0,38557.0,1.0,0.0,17.0,76.0,3.0,31.0,4.0,4.0,27.0,2.0,3.0,1.0,3.0,7.0,45.0,11.0,145.0,0.0,2
3.0,3.0,89058.0,0.0,0.0,18.0,454.0,194.0,106.0,31.0,22.0,43.0,1.0,5.0,4.0,4.0,2.0,63.0,11.0,850.0,0.0,3
2.0,5.0,77298.0,0.0,1.0,46.0,425.0,115.0,292.0,23.0,35.0,79.0,1.0,6.0,6.0,11.0,3.0,44.0,10.0,969.0,0.0,3
4.0,4.0,68126.0,0.0,0.0,40.0,1332.0,17.0,311.0,23.0,51.0,86.0,1.0,7.0,4.0,5.0,9.0,32.0,11.0,1820.0,2.0,3
3.0,5.0,57288.0,0.0,1.0,27.0,527.0,0.0,21.0,0.0,0.0,60.0,3.0,8.0,1.0,8.0,6.0,60.0,9.0,608.0,1.0,0
2.0,4.0,86037.0,0.0,0.0,95.0,490.0,44.0,125.0,29.0,20.0,22.0,1.0,6.0,7.0,11.0,3.0,32.0,10.0,730.0,3.0,3
4.0,3.0,43974.0,1.0,0.0,19.0,378.0,0.0,101.0,0.0,0.0,72.0,5.0,6.0,4.0,6.0,7.0,43.0,11.0,551.0,0.0,0
2.0,4.0,50785.0,1.0,1.0,27.0,64.0,1.0,21.0,0.0,1.0,27.0,2.0,2.0,1.0,3.0,6.0,61.0,10.0,114.0,0.0,1
2.0,3.0,90765.0,0.0,0.0,25.0,547.0,99.0,812.0,151.0,82.0,33.0,0.0,4.0,6.0,5.0,1.0,53.0,9.0,1724.0,2.0,3
0.0,3.0,36550.0,1.0,0.0,74.0,47.0,90.0,94.0,123.0,103.0,120.0,5.0,9.0,1.0,5.0,9.0,45.0,10.0,577.0,0.0,0
0.0,5.0,30753.0,1.0,1.0,85.0,12.0,5.0,25.0,0.0,9.0,30.0,2.0,1.0,1.0,3.0,5.0,56.0,10.0,81.0,0.0,1
2.0,5.0,21918.0,1.0,0.0,37.0,1.0,6.0,7.0,11.0,5.0,3.0,2.0,2.0,0.0,3.0,6.0,54.0,10.0,33.0,0.0,2
3.0,5.0,56129.0,0.0,1.0,65.0,320.0,48.0,133.0,39.0,72.0,48.0,4.0,6.0,2.0,10.0,4.0,70.0,10.0,660.0,0.0,0
3.0,4.0,32557.0,1.0,0.0,13.0,34.0,3.0,29.0,0.0,4.0,10.0,3.0,2.0,1.0,3.0,5.0,56.0,9.0,80.0,1.0,2
3.0,3.0,19510.0,2.0,0.0,63.0,9.0,0.0,7.0,3.0,4.0,7.0,2.0,1.0,0.0,3.0,7.0,38.0,10.0,30.0,0.0,2
2.0,2.0,30992.0,1.0,0.0,83.0,17.0,0.0,14.0,7.0,3.0,2.0,1.0,1.0,0.0,3.0,7.0,47.0,10.0,43.0,0.0,2
2.0,4.0,101970.0,0.0,0.0,69.0,722.0,27.0,102.0,44.0,72.0,168.0,0.0,6.0,8.0,13.0,2.0,40.0,10.0,1135.0,4.0,3
0.0,5.0,71488.0,0.0,0.0,87.0,162.0,33.0,124.0,40.0,28.0,172.0,2.0,3.0,4.0,7.0,1.0,58.0,10.0,559.0,0.0,3
2.0,4.0,79607.0,0.0,0.0,37.0,450.0,133.0,951.0,173.0,0.0,216.0,1.0,3.0,6.0,6.0,1.0,39.0,10.0,1923.0,1.0,3
3.0,3.0,54348.0,1.0,1.0,51.0,70.0,0.0,16.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,6.0,70.0,9.0,90.0,0.0,1
4.0,3.0,52247.25135379061,0.0,1.0,23.0,352.0,0.0,27.0,10.0,0.0,15.0,3.0,6.0,1.0,7.0,6.0,62.0,10.0,404.0,0.0,0
4.0,5.0,77376.0,1.0,1.0,72.0,492.0,19.0,110.0,16.0,12.0,12.0,4.0,6.0,3.0,10.0,4.0,67.0,9.0,661.0,0.0,0
2.0,3.0,62998.0,0.0,1.0,10.0,120.0,58.0,73.0,65.0,89.0,58.0,5.0,5.0,4.0,5.0,5.0,71.0,10.0,463.0,0.0,0
3.0,1.0,61331.0,1.0,1.0,42.0,534.0,5.0,47.0,0.0,5.0,41.0,5.0,11.0,1.0,6.0,8.0,65.0,10.0,632.0,0.0,0
2.0,3.0,73448.0,0.0,0.0,10.0,236.0,106.0,189.0,23.0,41.0,130.0,1.0,7.0,2.0,9.0,4.0,54.0,9.0,725.0,0.0,3
2.0,3.0,52247.25135379061,0.0,1.0,96.0,231.0,65.0,196.0,38.0,71.0,124.0,1.0,6.0,5.0,7.0,4.0,60.0,10.0,725.0,0.0,0
4.0,3.0,41551.0,1.0,1.0,51.0,220.0,0.0,33.0,3.0,0.0,23.0,5.0,5.0,1.0,5.0,8.0,59.0,10.0,279.0,0.0,1
4.0,5.0,62981.0,0.0,0.0,21.0,796.0,14.0,590.0,38.0,44.0,0.0,1.0,4.0,5.0,13.0,3.0,56.0,10.0,1482.0,1.0,3
1.0,2.0,9548.0,1.0,0.0,31.0,0.0,1.0,3.0,10.0,6.0,9.0,2.0,1.0,0.0,3.0,8.0,47.0,11.0,29.0,0.0,2
4.0,3.0,33762.0,2.0,1.0,61.0,53.0,1.0,34.0,2.0,0.0,16.0,3.0,2.0,2.0,2.0,8.0,64.0,10.0,106.0,0.0,1
4.0,1.0,35860.0,1.0,1.0,37.0,15.0,0.0,8.0,4.0,2.0,20.0,2.0,1.0,1.0,2.0,5.0,50.0,9.0,49.0,2.0,1
4.0,2.0,36921.0,1.0,1.0,74.0,17.0,1.0,12.0,3.0,1.0,4.0,2.0,2.0,0.0,3.0,7.0,58.0,10.0,38.0,0.0,1
3.0,4.0,92859.0,0.0,0.0,46.0,962.0,61.0,921.0,52.0,61.0,20.0,1.0,5.0,4.0,12.0,2.0,31.0,11.0,2077.0,0.0,3
3.0,5.0,65104.0,0.0,1.0,4.0,738.0,0.0,232.0,13.0,20.0,50.0,2.0,3.0,5.0,7.0,7.0,47.0,10.0,1053.0,1.0,0
2.0,3.0,86111.0,0.0,0.0,73.0,399.0,28.0,756.0,36.0,40.0,126.0,1.0,5.0,7.0,10.0,2.0,61.0,10.0,1385.0,0.0,3
4.0,4.0,68352.0,0.0,1.0,47.0,614.0,16.0,132.0,43.0,33.0,33.0,3.0,8.0,5.0,9.0,6.0,49.0,10.0,871.0,0.0,0
2.0,5.0,41883.0,1.0,0.0,13.0,32.0,34.0,41.0,73.0,16.0,116.0,3.0,4.0,2.0,3.0,7.0,35.0,10.0,312.0,0.0,2
2.0,3.0,59809.0,0.0,2.0,36.0,598.0,16.0,141.0,32.0,41.0,49.0,3.0,3.0,3.0,6.0,8.0,47.0,11.0,877.0,0.0,0
2.0,3.0,23957.0,1.0,0.0,47.0,2.0,1.0,18.0,20.0,11.0,16.0,1.0,2.0,0.0,3.0,6.0,48.0,11.0,68.0,1.0,2
2.0,5.0,38547.0,1.0,0.0,49.0,6.0,1.0,10.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,8.0,42.0,10.0,22.0,0.0,2
0.0,3.0,35688.0,2.0,1.0,94.0,73.0,3.0,90.0,12.0,1.0,32.0,7.0,4.0,1.0,4.0,8.0,50.0,11.0,211.0,0.0,2
3.0,3.0,49605.0,0.0,0.0,65.0,42.0,16.0,29.0,12.0,20.0,8.0,1.0,2.0,1.0,4.0,3.0,57.0,9.0,127.0,0.0,1
3.0,3.0,59354.0,0.0,2.0,59.0,295.0,21.0,78.0,39.0,13.0,13.0,1.0,4.0,4.0,7.0,3.0,70.0,9.0,459.0,0.0,1
2.0,3.0,65747.0,0.0,1.0,96.0,346.0,17.0,48.0,23.0,13.0,13.0,4.0,8.0,1.0,6.0,6.0,54.0,9.0,460.0,1.0,0
0.0,5.0,46344.0,0.0,1.0,28.0,233.0,20.0,57.0,8.0,20.0,91.0,4.0,7.0,1.0,5.0,7.0,51.0,11.0,429.0,0.0,0
2.0,1.0,34176.0,1.0,0.0,12.0,5.0,7.0,24.0,19.0,14.0,20.0,4.0,3.0,0.0,4.0,6.0,35.0,9.0,89.0,0.0,2
4.0,5.0,61010.0,0.0,1.0,57.0,888.0,0.0,57.0,0.0,0.0,76.0,2.0,8.0,5.0,11.0,5.0,71.0,11.0,1021.0,0.0,0
2.0,5.0,69372.0,0.0,0.0,10.0,997.0,26.0,269.0,34.0,13.0,42.0,1.0,10.0,4.0,6.0,4.0,74.0,10.0,1381.0,3.0,3
